Goods name	Goods ID	SKU	Spend	Net total cost	Base Price Sales (Overall)	ROAS (Overall)	ACOS (Overall)	Cost Per Order (Overall)	Sub Order Count (Overall)	Items (Overall)	Impressions (Overall)	Clicks (Overall)	CTR (Overall)	CVR (Overall)	Add to cart count (Overall)	Net Base Price Sales (Overall)	Net ROAS (Overall)	Net ACOS (Overall)	Net Cost Per Order (Overall)	Net Sub Order Count (Overall)	Net Items (Overall)
5 Core Drum Throne Padded Guitar Stool Saddle Drummer Seat for Adults	602997685866283	DS CH BLU SDL HD	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	10	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne 3" Thick Padded Memory Foam Comfortable Drummer Stool 330Lb Capacity Adjustable	602957957448475	DS 01 GR	$8.63	$8.63	$93.10	10.79	9.26%	$1.73	5	5	2,366	86	3.63%	5.81%	17	$93.10	10.79	9.26%	$1.73	5	5
5 Core Drum Throne 5" Padded Velvet Top Guitar Stool Drummer Chair Swivel Adjustable Musician Seat	602950307044818	DS CH BLU VEL HD	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne 3" Thick Padded Memory Foam Comfortable Drummer Stool 330Lb Capacity Adjustable	602935408843007	DS 01 WH	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne Padded Adjustable Guitar Stool Drummer Seat BROWN	602928966392527		$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne 3" Thick Padded Memory Foam Comfortable Drummer Stool 330Lb Capacity Adjustable	602919302744853	DS 01 BLU	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 6x9 Car Speaker Pair 800W 4Ohm 2 Way Coaxial Speaker Audio w Super Tweeter Universal Fit for Cars Easy Installation Stereo Sound System for Clear Sound & Deep Bass - CS 69 2W	602878097909504	CS 69 2W	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	7	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne 5" Thick Padded Guitar Stool Swivel Adjustable Heavy Duty Music Chair Seat w Luxurious Velvet Top for Adults & Kids with Anti Slip Rubber Feet Black - DS CH BLK VEL HD	602869239488409	DS CH BLK VEL HD	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne Padded Guitar Stool Adjustable Saddle Music Chair Seat with Anti Slip Rubber Feet	602855951965628	DS CH WH SDL HD	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne Padded Adjustable Guitar Stool Drummer Seat GREEN	602850583240181	DS CH GR	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Guitar Amp 20 Watt Electric Amplifier w Built in 6.5" Speaker Aux Headphone Jack Portable Mini Practice Amps w Gain Bass Treble Volume and Middle Black and White - GA 20W BLK-WH	602841322193767	GA 20W BLK-WH	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Microphone Kit 7 Piece All Metal Drummer Mics Instrument Set Professional Microfonos For Kick Bass Tom Snare Cymbals Black - DM 7ACC BLK	602790319460649	DM 7ACC BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne Padded Guitar Stool Saddle Drummer Seat	602779716309329	DS CH PURPLE SDL HD	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne 3" Thick Padded Memory Foam Comfortable Drummer Stool 330Lb Capacity Adjustable	602756093994820	DS 01 D-GR	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	111	1	0.90%	0.00%	1	$0.00	0.00	0.00%	$0.00	0	0
5 Core 16U Professional Audio Rack Mount DJ Mixer Stand Studio Adjustable Table Cart with Wheels - RACK STAND 16U	602694152476529	RACK STAND 16U	$33.83	$33.83	$304.09	8.99	11.12%	$5.64	6	6	7,884	201	2.54%	2.98%	21	$304.09	8.99	11.12%	$5.64	6	6
5 Core Rock Speaker Outdoor Garden Speakers Solar & USB Charging RGB Colors for Patio Pool & Home	602656907045561	GRDNSPK MC PEACH 4PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Electric Drum Amplifier 80W Professional Bluetooth Drumming Amp w 8” Speaker Features 3 Band EQ USB E Drum for Keyboard Speaker Black - EDA 80W BT	602650733070894	EDA 80W BT	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Guitar Stand Adjustable Triple Guitars Stands Floor w Neck Holder Universal Supports for Acoustic Electric Classic Bass Instrument Folding Portable Black - GSH 3N1	602646907861469	GSH 3N1	$0.00	$0.00	$48.42	∞	0.00%	$0.00	3	3	2,707	28	1.03%	10.71%	8	$48.42	∞	0.00%	$0.00	3	3
5Core Drum Throne Padded Adjustable Guitar Stool Drummer Seat for Adults & Kids BLUE	602595435326335		$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Drum Mic Kit 7 Pcs Kick BassTom Snare Dynamic Mics Instrument Microphone Set BLACK	602576242207798	DM 7RND BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne Padded Adjustable Guitar Stool Drummer Seat BLACK	602574631599764		$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne Padded Adjustable Guitar Stool Drummer Seat YELLOW	602531681942483		$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne Padded Guitar Stool Saddle Drummer Seat	602528460680678	DS CH D-GR SDL HD	$0.58	$0.58	$0.00	0.00	0.00%	$0.00	0	0	537	23	4.28%	0.00%	2	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne Padded Guitar Stool Adjustable Drummer Seat VELVET BLACK	602498395950683	DS BLKCH VEL BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 6x9 Car Speaker 800W Pair 4Ohm 4 Way Coaxial Speaker Audio w Super Tweeter Universal Fit for Cars Stereo High Performance Sound System for Clear Sound & Deep Bass - CS 69 4W	602497187974899	CS 69 4W	$5.91	$5.91	$44.98	7.61	13.13%	$2.96	2	2	4,016	125	3.11%	1.60%	18	$44.98	7.61	13.13%	$2.96	2	2
5 Core Rock Speaker Outdoor Bluetooth Garden Speakers Solar & USB Charging RGB Colors for Patio Pool & Home	602459607008214	GRDNSPK MC GRY 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Guitar Stand Adjustable Double Guitars Stands Floor w Neck Holder Universal Supports for Acoustic Electric Classic Bass Instrument Folding Portable Black - GSH 2N1	602440212529906	GSH 2N1	$5.44	$5.44	$203.20	37.35	2.67%	$0.50	11	12	9,584	200	2.08%	5.50%	42	$203.20	37.35	2.67%	$0.50	11	12
5 Core Drum Throne Padded Guitar Stool Adjustable Drummer Seat CAMEL BROWN	602408201588997	DS BLKCH CML BR	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Practice Pad Set 12" Adjustable Snare Drumming Stand Double Sided Silent Drummer Kit	602405651495454	DPAD COMBO BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne Padded Guitar Stool Saddle Drummer Seat for Adults	602382431825436	DS CH RED SDL HD	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Rock Speaker Outdoor BT Garden Speakers Solar & USB Charging RGB Colors for Patio Pool & Home	602382297609577	GRDNSPK MC PEACH 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	276	16	5.79%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne Padded Guitar Stool Adjustable Drummer Seat BLUE	602346998342870	DS BLKCH BLU	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne Padded Guitar Stool Adjustable Drummer Seat WHITE	602346998336935	DS BLKCH WH	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne Padded Adjustable Guitar Stool Drummer Seat WHITE	602270762669136		$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne 3" Thick Padded Memory Foam Comfortable Drummer Stool 330Lb Capacity Adjustable	602248214109069	DS 01 RED	$2.27	$2.27	$93.45	41.17	2.42%	$0.57	4	5	1,663	81	4.87%	4.93%	14	$93.45	41.17	2.42%	$0.57	4	5
5 Core Drum Throne Padded Guitar Stool Adjustable Drummer Seat BLACK	602229960459604	DS BLKCH BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne 5" Padded Guitar Stool Adjustable Heavy Duty Music Chair Seat w Luxury Velvet Top	602210633093740	DS CH ORG VEL HD	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 6.5 Inch Woofer 100W Car Subwoofer 4Ohm Replacement Deep Sub w Poly Cone-WF 6.5 100 PP 4OHM	603263034304174	WF 6.5 100 PP 4OHM	$0.00	$0.00	$107.52	∞	0.00%	$0.00	5	8	1,157	87	7.51%	5.74%	21	$107.52	∞	0.00%	$0.00	5	8
5 Core 8 Inch Subwoofer Car Audio Woofer Replacement Deep Bass Component Loud Speaker	603243706971967	WF 8 120 PP 4OHM	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 12 Inch Subwoofer Car Audio Woofer Replacement Deep Bass Component Loud Speaker	603172840013337	WF 12 156 PP 4OHM	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 12 Inch Car Audio Speaker Pair 200W 4 Ohm Loud Clear Sound Replacement Component Driver	603117005413894	SP 12120 4OHMS 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	8	1	12.50%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 15 Inch Car Woofer Audio Pair Combined Deep Bass Replacement Subwoofer Speaker	602970976562454	WF 15 156 PP 4OHM 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	3	1	33.33%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 12 Inch Speaker Car Audio 200W Powerful Replacement Component Driver 4Ohm Loudspeaker System	602955944174698	SP 12120 4OHMS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 15 Inch Subwoofer Speaker 350W RMS Full Range PA DJ Audio Sub Woofer Speakers 8 Ohm Deep Bass Replacement Component Subwoofers for Pro Audio Use - FR 15190 17 AL	602704420147068	FR 15 140 MS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	15	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 6.5" Subwoofer Pair Car Audio Woofer Replacement Deep Bass Loud Speaker	602696098650887	WF 6.5 100 PP 4OHM 2PCS	$0.00	$0.00	$53.98	∞	0.00%	$0.00	1	2	67	7	10.44%	14.28%	0	$53.98	∞	0.00%	$0.00	1	2
5 Core 15" Subwoofer Car Audio Woofer Replacement Deep Bass Sub w 60 Oz Magnet	602614494246020	WF 15 156 PP 4OHM	$6.51	$6.51	$73.98	11.36	8.79%	$3.26	2	2	6,859	420	6.12%	0.47%	33	$73.98	11.36	8.79%	$3.26	2	2
5 Core 10" Subwoofer Pair Car Woofer Replacement Deep Bass Sub Loud Speaker for Vehicle	602472760363913	WF 10 140 PP 4OHM 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 8 Inch Subwoofer Pair Car Audio Woofer Replacement Deep Bass Loud Speaker	602455580498468	WF 8 120 PP 4OHM 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 12 Inch Speaker 200W PA DJ Loudspeaker 8 Ohm Replacement Driver w 30 Oz Magnet-SP 12120 8OHMS	602453432960597	SP 12120 8OHMS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 12 Inch Woofer Pair Car Subwoofer Replacement Deep Sub w Poly Cone	602398672157390	WF 12 156 PP 4OHM 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 2 Way 4" Car Speaker 250W Coaxial Component Speaker Universal Quick Easy Fit for Cars	602396390467030	CS 04 2W	$4.46	$4.46	$70.15	15.73	6.35%	$0.90	5	7	7,159	254	3.54%	1.96%	29	$70.15	15.73	6.35%	$0.90	5	7
5 Core 12 Inch Speaker Pair 200W PA DJ Loudspeaker 8 Ohm Replacement Driver w 30 Oz Magnet-SP 12120 8OHMS 2PCS	602269823143465	SP 12120 8OHMS 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 10" Subwoofer 300W Car Audio Woofer 4 Ohm Replacement Deep Bass Sub Loud Speaker for Vehicle	602721868464233	WF 10 140 PP 4OHM	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	4	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne 3" Thick Padded Memory Foam Comfortable Drummer Stool 330Lb Capacity Adjustable	603152304701837		$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne 3" Thick Padded Memory Foam Comfortable Drummer Stool 330Lb Capacity Adjustable	602575705361007		$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Guitar Amp 80 Watt Electric Amplifier w Built in 10" Speaker Portable Mini Practice Amps	602569665523255	GA 80W GLD-BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Tripod Mic Stand Adjustable Heavy Duty Floor Holder Microphone Boom Arm - MS DBL 6PCS	603098751852398	MS DBL 6PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
